key_resp_beginning.keys,key_resp_beginning.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_instr_behavior.keys,key_resp_instr_behavior.rt,key_resp_instr_scales.keys,key_resp_instr_scales.rt
space,3.5372,9,001,2023-09-27_12h42.49.681,Experiment_Tuerk,2022.2.4,Win32,60.29181237,,,,
,,9,001,2023-09-27_12h42.49.681,Experiment_Tuerk,2022.2.4,Win32,60.29181237,space,9.9107,,
,,9,001,2023-09-27_12h42.49.681,Experiment_Tuerk,2022.2.4,Win32,60.29181237,,,space,0.8106
