"PartNum","alpha","alphapos","alphaneg","alphagain","alphaloss","rho","rhogain","rholoss","BIC","LogLikel"
1,NA,NA,NA,0,0.000797806894655969,NA,NA,NA,188.910196266187,-89.6030678691739
10,NA,NA,NA,0.0857569161614822,1,NA,NA,NA,193.805958393822,-92.0509489329913
11,NA,NA,NA,1,0.263797480010855,NA,NA,NA,194.699810645547,-92.4978750588539
12,NA,NA,NA,1,1,NA,NA,NA,194.967908716587,-92.6319240943737
13,NA,NA,NA,0.0372777436459773,1,NA,NA,NA,192.385043559885,-91.3404915160229
14,NA,NA,NA,1,1,NA,NA,NA,189.227458710272,-89.7616990912166
15,NA,NA,NA,1,0.242629288500345,NA,NA,NA,195.249600399377,-92.7727699357689
16,NA,NA,NA,0,0.571015169006259,NA,NA,NA,192.488522426871,-91.3922309495159
17,NA,NA,NA,0.768294954017068,1,NA,NA,NA,193.274304555527,-91.7851220138438
18,NA,NA,NA,1,0.134714692201468,NA,NA,NA,192.778932420699,-91.5374359464301
19,NA,NA,NA,0,1,NA,NA,NA,186.74494140171,-88.5204404369355
2,NA,NA,NA,0,0.623122445197474,NA,NA,NA,194.991267473805,-92.6436034729827
20,NA,NA,NA,1,0.0922220466417299,NA,NA,NA,193.455481543705,-91.875710507933
21,NA,NA,NA,0,0.569876285481623,NA,NA,NA,195.081431554385,-92.6886855132728
22,NA,NA,NA,1,1,NA,NA,NA,194.692623189465,-92.4942813308131
23,NA,NA,NA,0,1,NA,NA,NA,192.460260453623,-91.3780999628921
24,NA,NA,NA,1,-1.11022302462516e-16,NA,NA,NA,192.155254828293,-91.2255971502268
25,NA,NA,NA,0,1,NA,NA,NA,180.916379236636,-85.6061593543983
26,NA,NA,NA,0,1,NA,NA,NA,190.23387206698,-90.2649057695705
27,NA,NA,NA,0.499824274741027,0.60792246775903,NA,NA,NA,192.436624546553,-91.3662820093567
28,NA,NA,NA,0,1,NA,NA,NA,193.645064665031,-91.9705020685958
29,NA,NA,NA,0,1,NA,NA,NA,190.563698799556,-90.4298191358586
3,NA,NA,NA,0,1,NA,NA,NA,193.166341255356,-91.7311403637585
30,NA,NA,NA,0.817966217089038,0.038447641686815,NA,NA,NA,192.094279862117,-91.195109667139
31,NA,NA,NA,0,1,NA,NA,NA,186.396335958024,-88.3461377150921
32,NA,NA,NA,0,1,NA,NA,NA,192.113969001184,-91.2049542366725
33,NA,NA,NA,0,1,NA,NA,NA,191.986162625594,-91.1410510488775
34,NA,NA,NA,0.608604170294402,0.119496750736725,NA,NA,NA,192.919974388778,-91.6079569304692
35,NA,NA,NA,0,1,NA,NA,NA,194.18663704688,-92.2412882595205
36,NA,NA,NA,1,1,NA,NA,NA,191.495836881786,-90.8958881769732
37,NA,NA,NA,0,0.643942852810143,NA,NA,NA,193.405085550984,-91.8505125115723
38,NA,NA,NA,1,0.0121904251467523,NA,NA,NA,190.945321386864,-90.6206304295124
39,NA,NA,NA,0.951029638652723,0,NA,NA,NA,195.306227578716,-92.8010835254382
4,NA,NA,NA,0,0.353004703352795,NA,NA,NA,193.449910302416,-91.8729248872886
5,NA,NA,NA,0.71130586508215,1,NA,NA,NA,191.815506420417,-91.055722946289
6,NA,NA,NA,0.958254015662344,0.128615934040741,NA,NA,NA,193.676399886653,-91.9861696794068
7,NA,NA,NA,0.0989941052124897,1,NA,NA,NA,192.290710473554,-91.2933249728575
8,NA,NA,NA,0,0.869884784932743,NA,NA,NA,191.047489966358,-90.6717147192596
9,NA,NA,NA,0.00684552438672811,1,NA,NA,NA,194.419352536686,-92.3576460044236
