"PartNum","alpha","alphapos","alphaneg","alphagain","alphaloss","rho","rhogain","rholoss","BIC","LogLikel"
1,0.000375594877149295,NA,NA,NA,NA,NA,NA,NA,184.108673671469,-89.6283217037746
10,0.000672335477164872,NA,NA,NA,NA,NA,NA,NA,190.14686677687,-92.6474182564752
11,0.253659201733428,NA,NA,NA,NA,NA,NA,NA,190.192478272014,-92.670224004047
12,0.0536108975328799,NA,NA,NA,NA,NA,NA,NA,189.799563530097,-92.4737666330888
13,0.000618732713439434,NA,NA,NA,NA,NA,NA,NA,188.774682058899,-91.9613258974898
14,1,NA,NA,NA,NA,NA,NA,NA,184.375428446353,-89.7616990912166
15,0.604289571616555,NA,NA,NA,NA,NA,NA,NA,190.551628788742,-92.8497992624113
16,0.422813791012361,NA,NA,NA,NA,NA,NA,NA,188.64513902912,-91.8965543826003
17,1,NA,NA,NA,NA,NA,NA,NA,188.518690936488,-91.8333303362842
18,0.0165825860998471,NA,NA,NA,NA,NA,NA,NA,189.423588321507,-92.2857790287938
19,0.863289612740063,NA,NA,NA,NA,NA,NA,NA,187.998941203974,-91.573455470027
2,0.00795974609167825,NA,NA,NA,NA,NA,NA,NA,190.561489729447,-92.8547297327636
20,1,NA,NA,NA,NA,NA,NA,NA,189.625536834254,-92.3867532851671
21,1,NA,NA,NA,NA,NA,NA,NA,189.497388398184,-92.322679067132
22,0.306400508033197,NA,NA,NA,NA,NA,NA,NA,190.418186132257,-92.7830779341689
23,1,NA,NA,NA,NA,NA,NA,NA,189.272343921936,-92.2101568290082
24,1,NA,NA,NA,NA,NA,NA,NA,190.519481673024,-92.833725704552
25,1,NA,NA,NA,NA,NA,NA,NA,184.028451931383,-89.5882108337318
26,1,NA,NA,NA,NA,NA,NA,NA,189.519045219168,-92.3335074776244
27,0.564296340387306,NA,NA,NA,NA,NA,NA,NA,187.62425899134,-91.3861143637099
28,0.751454916800485,NA,NA,NA,NA,NA,NA,NA,190.622334011872,-92.8851518739763
29,1,NA,NA,NA,NA,NA,NA,NA,187.051446050655,-91.0997078933676
3,1,NA,NA,NA,NA,NA,NA,NA,189.390449476642,-92.2692096063611
30,0.160158617468172,NA,NA,NA,NA,NA,NA,NA,190.223028722383,-92.6854992292319
31,1,NA,NA,NA,NA,NA,NA,NA,181.640529570089,-88.3942496530849
32,0.494882758983119,NA,NA,NA,NA,NA,NA,NA,187.708410040263,-91.4281898881719
33,0.100630866818175,NA,NA,NA,NA,NA,NA,NA,190.355378983406,-92.7516743597433
34,0.222255648175229,NA,NA,NA,NA,NA,NA,NA,188.331280517284,-91.7396251266821
35,1,NA,NA,NA,NA,NA,NA,NA,190.264722478094,-92.7063461070873
36,1,NA,NA,NA,NA,NA,NA,NA,186.643806617866,-90.8958881769732
37,0.0006235726402823,NA,NA,NA,NA,NA,NA,NA,188.02122178144,-91.5845957587602
38,0.81957504687285,NA,NA,NA,NA,NA,NA,NA,185.287702490802,-90.2178361134413
39,0.000624232520879207,NA,NA,NA,NA,NA,NA,NA,190.295274248212,-92.7216219921459
4,0.299117617291207,NA,NA,NA,NA,NA,NA,NA,189.168315100493,-92.1581424182866
5,0.109631757165285,NA,NA,NA,NA,NA,NA,NA,190.649064050999,-92.8985168935397
6,0.268587426028362,NA,NA,NA,NA,NA,NA,NA,189.579710813556,-92.3638402748183
7,0.541218423221564,NA,NA,NA,NA,NA,NA,NA,189.997152435915,-92.5725610859978
8,0.356639100438473,NA,NA,NA,NA,NA,NA,NA,188.955215826628,-92.0515927813541
9,1,NA,NA,NA,NA,NA,NA,NA,190.519481673024,-92.833725704552
